OBJECTID	Value	Count	LINK
12820	12820	12	1
12821	12821	1	1
12822	12822	1	1
12823	12823	1	1
12824	12824	22	1
12825	12825	2	1
12826	12826	74	1
12827	12827	1	1
12828	12828	1	1
12829	12829	2	1
12830	12830	1	1
12831	12831	7	1
12832	12832	6	1
12833	12833	1	1
12834	12834	15	1
12835	12835	1	1
12836	12836	2	1
12837	12837	2	1
12838	12838	1	1
12839	12839	1	1
12840	12840	432	1
12841	12841	2	1
12842	12842	29	1
12843	12843	12	1
12844	12844	1	1
12845	12845	2	1
12846	12846	2	1
12847	12847	2	1
12848	12848	2	1
12849	12849	1	1
12850	12850	1	1
12851	12851	2	1
12852	12852	1	1
12853	12853	315	1
12854	12854	1	1
12855	12855	1	1
12856	12856	1	1
12857	12857	1	1
12858	12858	5	1
12859	12859	3	1
12860	12860	1	1
12861	12861	22	1
12862	12862	2	1
12863	12863	5	1
12864	12864	1	1
12865	12865	2	1
12866	12866	2	1
12867	12867	2	1
12868	12868	90	1
12869	12869	1	1
12870	12870	1	1
12871	12871	1	1
12872	12872	2	1
12873	12873	1	1
12874	12874	1	1
12875	12875	1	1
12876	12876	1	1
12877	12877	2	1
12878	12878	1	1
12879	12879	1	1
12880	12880	2	1
12881	12881	1	1
12882	12882	168	1
12883	12883	1	1
12884	12884	2	1
12885	12885	3	1
12886	12886	1	1
12887	12887	580	1
12888	12888	1	1
12889	12889	91	1
12890	12890	57	1
12891	12891	174	1
12892	12892	1	1
12893	12893	1	1
12894	12894	1	1
12895	12895	4	1
12896	12896	1	1
12897	12897	224	1
12898	12898	1	1
12899	12899	1	1
12900	12900	1	1
12901	12901	1	1
12902	12902	9	1
12903	12903	1	1
12904	12904	148	1
12905	12905	55	1
12906	12906	28	1
12907	12907	25	1
12908	12908	1	1
12909	12909	21	1
12910	12910	2	1
12911	12911	3	1
12912	12912	2	1
12913	12913	2	1
12914	12914	2	1
12915	12915	1	1
12916	12916	1	1
12917	12917	1	1
12918	12918	1	1
12919	12919	1	1
12920	12920	1	1
12921	12921	1	1
12922	12922	4	1
12923	12923	7	1
12924	12924	2	1
12925	12925	2	1
12926	12926	1	1
12927	12927	2	1
12928	12928	109	1
12929	12929	43	1
12930	12930	4	1
12931	12931	1	1
12932	12932	1	1
12933	12933	1	1
12934	12934	1	1
12935	12935	1	1
12936	12936	2	1
12937	12937	3	1
12938	12938	1	1
12939	12939	2	1
12940	12940	4	1
12941	12941	1	1
12942	12942	1	1
12943	12943	1	1
12944	12944	1	1
12945	12945	1	1
12946	12946	1	1
12947	12947	4	1
12948	12948	1	1
12949	12949	1	1
12950	12950	707	1
12951	12951	2	1
12952	12952	15	1
12953	12953	1	1
12954	12954	1	1
12955	12955	46	1
12956	12956	120	1
12957	12957	255	1
12958	12958	47	1
12959	12959	6	1
12960	12960	3	1
12961	12961	5	1
12962	12962	1	1
12963	12963	1	1
12964	12964	2	1
12965	12965	1	1
12966	12966	1	1
12967	12967	1	1
12968	12968	1	1
12969	12969	95	1
12970	12970	90	1
12971	12971	3	1
12972	12972	188	1
12973	12973	11	1
12974	12974	30	1
12975	12975	6	1
12976	12976	1	1
12977	12977	2	1
12978	12978	74	1
12979	12979	1	1
12980	12980	1	1
12981	12981	1	1
12982	12982	1	1
12983	12983	1	1
12984	12984	1	1
12985	12985	1	1
12986	12986	1	1
12987	12987	4	1
12988	12988	1	1
12989	12989	1	1
12990	12990	1	1
12991	12991	1	1
12992	12992	42	1
12993	12993	2	1
12994	12994	23	1
12995	12995	8	1
12996	12996	267	1
12997	12997	3	1
12998	12998	2	1
12999	12999	1	1
13000	13000	269	1
13001	13001	6	1
13002	13002	1	1
13003	13003	9	1
13004	13004	1	1
13005	13005	1	1
13006	13006	1	1
13007	13007	1	1
13008	13008	6	1
13009	13009	1	1
13010	13010	1	1
13011	13011	1	1
13012	13012	1	1
13013	13013	2	1
13014	13014	143	1
13015	13015	2	1
13016	13016	3	1
13017	13017	1	1
13018	13018	8	1
13019	13019	413	1
13020	13020	1	1
13021	13021	13	1
13022	13022	3	1
13023	13023	2	1
13024	13024	2	1
13025	13025	1	1
13026	13026	1	1
13027	13027	1	1
13028	13028	1	1
13029	13029	1	1
13030	13030	1	1
13031	13031	1	1
13032	13032	1	1
13033	13033	1	1
13034	13034	120	1
13035	13035	46	1
13036	13036	455	1
13037	13037	125	1
13038	13038	4	1
13039	13039	1	1
13040	13040	1	1
13041	13041	1	1
13042	13042	3	1
13043	13043	1	1
13044	13044	1	1
13045	13045	1	1
13046	13046	2	1
13047	13047	1	1
13048	13048	1	1
13049	13049	1	1
13050	13050	1	1
13051	13051	8	1
13052	13052	1	1
13053	13053	1	1
13054	13054	1	1
13055	13055	1	1
13056	13056	1	1
13057	13057	778	1
13058	13058	1	1
13059	13059	16	1
13060	13060	1	1
13061	13061	1	1
13062	13062	254	1
13063	13063	1	1
13064	13064	36	1
13065	13065	4	1
13066	13066	18	1
13067	13067	1	1
13068	13068	1	1
13069	13069	1	1
13070	13070	1	1
13071	13071	1	1
13072	13072	1	1
13073	13073	40	1
13074	13074	407	1
13075	13075	202	1
13076	13076	2	1
13077	13077	2	1
13078	13078	278	1
13079	13079	42	1
13080	13080	1	1
13081	13081	1	1
13082	13082	1	1
13083	13083	62	1
13084	13084	1	1
13085	13085	1	1
13086	13086	1	1
13087	13087	1	1
13088	13088	57	1
13089	13089	1	1
13090	13090	28	1
13091	13091	36	1
13092	13092	286	1
13093	13093	2	1
13094	13094	1	1
13095	13095	1	1
13096	13096	2	1
13097	13097	1	1
13098	13098	1	1
13099	13099	1	1
13100	13100	25	1
13101	13101	2	1
13102	13102	20	1
13103	13103	613	1
13104	13104	1	1
13105	13105	1	1
13106	13106	6	1
13107	13107	5	1
13108	13108	4	1
13109	13109	1	1
13110	13110	1	1
13111	13111	1	1
13112	13112	1	1
13113	13113	2	1
13114	13114	1	1
13115	13115	2	1
13116	13116	1	1
13117	13117	1	1
13118	13118	2	1
13119	13119	1	1
13120	13120	47	1
13121	13121	1	1
13122	13122	2	1
13123	13123	8	1
13124	13124	1	1
13125	13125	3	1
13126	13126	238	1
13127	13127	2	1
13128	13128	1	1
13129	13129	10	1
13130	13130	1	1
13131	13131	71	1
13132	13132	3	1
13133	13133	1	1
13134	13134	183	1
13135	13135	6	1
13136	13136	1	1
13137	13137	1	1
13138	13138	2	1
13139	13139	6	1
13140	13140	6	1
13141	13141	1	1
13142	13142	1	1
13143	13143	49	1
13144	13144	346	1
13145	13145	1963	1
13146	13146	30	1
13147	13147	1	1
13148	13148	2	1
13149	13149	1	1
13150	13150	1	1
13151	13151	1	1
13152	13152	1	1
13153	13153	2	1
13154	13154	4	1
13155	13155	1	1
13156	13156	4040	1
13157	13157	2	1
13158	13158	1	1
13159	13159	1	1
13160	13160	19	1
13161	13161	96	1
13162	13162	2	1
13163	13163	2	1
13164	13164	1	1
13165	13165	41	1
13166	13166	1	1
13167	13167	1	1
13168	13168	1	1
13169	13169	1	1
13170	13170	301	1
13171	13171	76	1
13172	13172	6	1
13173	13173	1	1
13174	13174	1	1
13175	13175	2	1
13176	13176	4	1
13177	13177	1	1
13178	13178	130	1
13179	13179	91	1
13180	13180	30	1
13181	13181	1	1
13182	13182	1	1
13183	13183	2	1
13184	13184	1	1
13185	13185	1	1
13186	13186	1	1
13187	13187	1	1
13188	13188	2	1
13189	13189	1	1
13190	13190	5	1
13191	13191	199	1
13192	13192	105	1
13193	13193	1	1
13194	13194	76	1
13195	13195	412	1
13196	13196	2	1
13197	13197	1	1
13198	13198	1	1
13199	13199	130	1
13200	13200	1	1
13201	13201	3	1
13202	13202	3	1
13203	13203	1	1
13204	13204	1	1
13205	13205	1	1
13206	13206	1	1
13207	13207	13	1
13208	13208	1	1
13209	13209	19	1
13210	13210	1	1
13211	13211	2	1
13212	13212	54	1
13213	13213	4	1
13214	13214	916	1
13215	13215	20468	1
13216	13216	2	1
13217	13217	1	1
13218	13218	1	1
13219	13219	1	1
13220	13220	5	1
13221	13221	210	1
13222	13222	8	1
13223	13223	5	1
13224	13224	3	1
13225	13225	1518	1
13226	13226	1	1
13227	13227	2	1
13228	13228	2039	1
13229	13229	2	1
13230	13230	1	1
13231	13231	4	1
13232	13232	1	1
13233	13233	2	1
13234	13234	71	1
13235	13235	150	1
13236	13236	1	1
13237	13237	2	1
13238	13238	2	1
13239	13239	148	1
13240	13240	16	1
13241	13241	1	1
13242	13242	1	1
13243	13243	1	1
13244	13244	35	1
13245	13245	4	1
13246	13246	1	1
13247	13247	1	1
13248	13248	6	1
13249	13249	1	1
13250	13250	2	1
13251	13251	2	1
13252	13252	125	1
13253	13253	1	1
13254	13254	2	1
13255	13255	1	1
13256	13256	578	1
13257	13257	71	1
13258	13258	1	1
13259	13259	6	1
13260	13260	1	1
13261	13261	2	1
13262	13262	1	1
13263	13263	1	1
13264	13264	1	1
13265	13265	1	1
13266	13266	1	1
13267	13267	18	1
13268	13268	1	1
13269	13269	21	1
13270	13270	1	1
13271	13271	1	1
13272	13272	1	1
13273	13273	1	1
13274	13274	21	1
13275	13275	1	1
13276	13276	119	1
13277	13277	3	1
13278	13278	170	1
13279	13279	45	1
13280	13280	1	1
13281	13281	1	1
13282	13282	1	1
13283	13283	1	1
13284	13284	1	1
13285	13285	3	1
13286	13286	1	1
13287	13287	1	1
13288	13288	1	1
13289	13289	1	1
13290	13290	1	1
13291	13291	1	1
13292	13292	65	1
13293	13293	1	1
13294	13294	2	1
13295	13295	49	1
13296	13296	1	1
13297	13297	2	1
13298	13298	1	1
13299	13299	410	1
13300	13300	21	1
13301	13301	284	1
13302	13302	65	1
13303	13303	1	1
13304	13304	1	1
13305	13305	3	1
13306	13306	2	1
13307	13307	1	1
13308	13308	2	1
13309	13309	2	1
13310	13310	1	1
13311	13311	1	1
13312	13312	32	1
13313	13313	53	1
13314	13314	222	1
13315	13315	21	1
13316	13316	7	1
13317	13317	1	1
13318	13318	2	1
13319	13319	19	1
13320	13320	101	1
13321	13321	23	1
13322	13322	1	1
13323	13323	4	1
13324	13324	2	1
13325	13325	1	1
13326	13326	17	1
13327	13327	1	1
13328	13328	1	1
13329	13329	1	1
13330	13330	4	1
13331	13331	1	1
13332	13332	1	1
13333	13333	5	1
13334	13334	2	1
13335	13335	2	1
13336	13336	1	1
13337	13337	1	1
13338	13338	64	1
13339	13339	6	1
13340	13340	200	1
13341	13341	3	1
13342	13342	1	1
13343	13343	1	1
13344	13344	2	1
13345	13345	1	1
13346	13346	1	1
13347	13347	62	1
13348	13348	22	1
13349	13349	1	1
13350	13350	1	1
13351	13351	1	1
13352	13352	57	1
13353	13353	62	1
13354	13354	1	1
13355	13355	44	1
13356	13356	39	1
13357	13357	3	1
13358	13358	1	1
13359	13359	3	1
13360	13360	36	1
13361	13361	1	1
13362	13362	1	1
13363	13363	1	1
13364	13364	1	1
13365	13365	1	1
13366	13366	2	1
13367	13367	1	1
13368	13368	1	1
13369	13369	35	1
13370	13370	2	1
13371	13371	20	1
13372	13372	49	1
13373	13373	38	1
13374	13374	2	1
13375	13375	31	1
13376	13376	1	1
13377	13377	1	1
13378	13378	1	1
13379	13379	256	1
13380	13380	13	1
13381	13381	2	1
13382	13382	1	1
13383	13383	1	1
13384	13384	1	1
13385	13385	1	1
13386	13386	2	1
13387	13387	1	1
13388	13388	1	1
13389	13389	2	1
13390	13390	3	1
13391	13391	1	1
13392	13392	1	1
13393	13393	446	1
13394	13394	1	1
13395	13395	3	1
13396	13396	22	1
13397	13397	25	1
13398	13398	1	1
13399	13399	8	1
13400	13400	12	1
13401	13401	1	1
13402	13402	8	1
13403	13403	1	1
13404	13404	33	1
13405	13405	1	1
13406	13406	19	1
13407	13407	26	1
13408	13408	3	1
13409	13409	1	1
13410	13410	5	1
13411	13411	49	1
13412	13412	1	1
13413	13413	15	1
13414	13414	32	1
13415	13415	1	1
13416	13416	259	1
13417	13417	107	1
13418	13418	31	1
13419	13419	159	1
13420	13420	3	1
13421	13421	1	1
13422	13422	1	1
13423	13423	1	1
13424	13424	1	1
13425	13425	1	1
13426	13426	42	1
13427	13427	9	1
13428	13428	64	1
13429	13429	498	1
13430	13430	32	1
13431	13431	32	1
13432	13432	3	1
13433	13433	1	1
13434	13434	160	1
13435	13435	318	1
13436	13436	25	1
13437	13437	1	1
13438	13438	1	1
13439	13439	2	1
13440	13440	92	1
13441	13441	1	1
13442	13442	1	1
13443	13443	1	1
13444	13444	1	1
13445	13445	1	1
13446	13446	1	1
13447	13447	54	1
13448	13448	1	1
13449	13449	2	1
13450	13450	38	1
13451	13451	1	1
13452	13452	1	1
13453	13453	15	1
13454	13454	1	1
13455	13455	561	1
13456	13456	110	1
13457	13457	22	1
13458	13458	3	1
13459	13459	1	1
13460	13460	1	1
13461	13461	1	1
13462	13462	1	1
13463	13463	39	1
13464	13464	1	1
13465	13465	1	1
13466	13466	52	1
13467	13467	253	1
13468	13468	2	1
13469	13469	1	1
13470	13470	1	1
13471	13471	2	1
13472	13472	1	1
13473	13473	1	1
13474	13474	1	1
13475	13475	2	1
13476	13476	7	1
13477	13477	1	1
13478	13478	263	1
13479	13479	46	1
13480	13480	1	1
13481	13481	216	1
13482	13482	1	1
13483	13483	19	1
13484	13484	2138	1
13485	13485	39	1
13486	13486	1	1
13487	13487	1	1
13488	13488	1	1
13489	13489	2	1
13490	13490	22	1
13491	13491	6	1
13492	13492	45	1
13493	13493	239	1
13494	13494	1	1
13495	13495	1	1
13496	13496	1	1
13497	13497	1	1
13498	13498	45	1
13499	13499	1	1
13500	13500	292	1
13501	13501	1	1
13502	13502	2	1
13503	13503	6	1
13504	13504	1	1
13505	13505	6	1
13506	13506	1	1
13507	13507	2	1
13508	13508	42	1
13509	13509	1	1
13510	13510	1	1
13511	13511	319	1
13512	13512	1	1
13513	13513	2059	1
13514	13514	1	1
13515	13515	1	1
13516	13516	1319	1
13517	13517	1	1
13518	13518	1	1
13519	13519	2	1
13520	13520	1	1
13521	13521	23	1
13522	13522	1	1
13523	13523	1	1
13524	13524	1	1
13525	13525	1	1
13526	13526	23	1
13527	13527	6	1
13528	13528	29	1
13529	13529	1	1
13530	13530	33	1
13531	13531	3	1
13532	13532	2	1
13533	13533	2	1
13534	13534	105	1
13535	13535	1	1
13536	13536	47	1
13537	13537	7	1
13538	13538	1	1
13539	13539	1	1
13540	13540	1	1
13541	13541	4	1
13542	13542	1	1
13543	13543	1	1
13544	13544	2	1
13545	13545	2	1
13546	13546	2	1
13547	13547	1	1
13548	13548	689	1
13549	13549	41	1
13550	13550	150	1
13551	13551	98	1
13552	13552	1	1
13553	13553	159	1
13554	13554	13	1
13555	13555	1	1
13556	13556	1	1
13557	13557	248	1
13558	13558	2473	1
13559	13559	1	1
13560	13560	1	1
13561	13561	1	1
13562	13562	20	1
13563	13563	1	1
13564	13564	3	1
13565	13565	9	1
13566	13566	1	1
13567	13567	1	1
13568	13568	1	1
13569	13569	1	1
13570	13570	52	1
13571	13571	43	1
13572	13572	1	1
13573	13573	9	1
13574	13574	2	1
13575	13575	1	1
13576	13576	1	1
13577	13577	1	1
13578	13578	1	1
13579	13579	1	1
13580	13580	1	1
13581	13581	1	1
13582	13582	1	1
13583	13583	1	1
13584	13584	1	1
13585	13585	3	1
13586	13586	53	1
13587	13587	29	1
13588	13588	1	1
13589	13589	5	1
13590	13590	1	1
13591	13591	54	1
13592	13592	53	1
13593	13593	4	1
13594	13594	112	1
13595	13595	1	1
13596	13596	43	1
13597	13597	65	1
13598	13598	1	1
13599	13599	1	1
13600	13600	1	1
13601	13601	1	1
13602	13602	1	1
13603	13603	2	1
13604	13604	122	1
13605	13605	1	1
13606	13606	1	1
13607	13607	1	1
13608	13608	117	1
13609	13609	1	1
13610	13610	4	1
13611	13611	2	1
13612	13612	252	1
13613	13613	75	1
13614	13614	1	1
13615	13615	1	1
13616	13616	6	1
13617	13617	1	1
13618	13618	1	1
13619	13619	98	1
13620	13620	1	1
13621	13621	8	1
13622	13622	1	1
13623	13623	1	1
13624	13624	1	1
13625	13625	1	1
13626	13626	188	1
13627	13627	118	1
13628	13628	27	1
13629	13629	135	1
13630	13630	13	1
13631	13631	2	1
13632	13632	92	1
13633	13633	62	1
13634	13634	2	1
13635	13635	1	1
13636	13636	1	1
13637	13637	6	1
13638	13638	1	1
13639	13639	1	1
13640	13640	1	1
13641	13641	6	1
13642	13642	39	1
13643	13643	1	1
13644	13644	1	1
13645	13645	1	1
13646	13646	1	1
13647	13647	72	1
13648	13648	65	1
13649	13649	1	1
13650	13650	1	1
13651	13651	1	1
13652	13652	2	1
13653	13653	1177	1
13654	13654	61	1
13655	13655	2	1
13656	13656	1	1
13657	13657	1	1
13658	13658	2	1
13659	13659	2	1
13660	13660	1	1
13661	13661	1	1
13662	13662	301	1
13663	13663	2006	1
13664	13664	1	1
13665	13665	4	1
13666	13666	31	1
13667	13667	54	1
13668	13668	49	1
13669	13669	24	1
13670	13670	4	1
13671	13671	1	1
13672	13672	1	1
13673	13673	1	1
13674	13674	1	1
13675	13675	1	1
13676	13676	1	1
13677	13677	1	1
13678	13678	36	1
13679	13679	8	1
13680	13680	79	1
13681	13681	1	1
13682	13682	149	1
13683	13683	8	1
13684	13684	1	1
13685	13685	1	1
13686	13686	1	1
13687	13687	1	1
13688	13688	1	1
13689	13689	1	1
13690	13690	2	1
13691	13691	1	1
13692	13692	1	1
13693	13693	2	1
13694	13694	1	1
13695	13695	1	1
13696	13696	2	1
13697	13697	415	1
13698	13698	831	1
13699	13699	67	1
13700	13700	1	1
13701	13701	17	1
13702	13702	1	1
13703	13703	1	1
13704	13704	1	1
13705	13705	6	1
13706	13706	3	1
13707	13707	2	1
13708	13708	2	1
13709	13709	1	1
13710	13710	1	1
13711	13711	128	1
13712	13712	1	1
13713	13713	1	1
13714	13714	1	1
13715	13715	1	1
13716	13716	1	1
13717	13717	191	1
13718	13718	27	1
13719	13719	16	1
13720	13720	8209	1
13721	13721	1	1
13722	13722	1	1
13723	13723	1	1
13724	13724	1	1
13725	13725	69	1
13726	13726	2	1
13727	13727	1	1
13728	13728	2	1
13729	13729	20	1
13730	13730	2	1
13731	13731	56	1
13732	13732	1	1
13733	13733	32	1
13734	13734	179	1
13735	13735	23	1
13736	13736	1	1
13737	13737	427	1
13738	13738	7	1
13739	13739	1	1
13740	13740	1	1
13741	13741	1	1
13742	13742	53	1
13743	13743	1	1
13744	13744	1	1
13745	13745	2	1
13746	13746	11	1
13747	13747	456	1
13748	13748	2	1
13749	13749	1	1
13750	13750	47	1
13751	13751	1	1
13752	13752	16	1
13753	13753	1	1
13754	13754	1	1
13755	13755	1	1
13756	13756	4	1
13757	13757	4	1
13758	13758	10	1
13759	13759	12	1
13760	13760	1	1
13761	13761	6	1
13762	13762	1	1
13763	13763	1	1
13764	13764	98	1
13765	13765	1	1
13766	13766	2	1
13767	13767	1	1
13768	13768	4	1
13769	13769	1	1
13770	13770	45	1
13771	13771	1	1
13772	13772	7	1
13773	13773	1	1
13774	13774	2	1
13775	13775	1	1
13776	13776	2	1
13777	13777	10268	1
13778	13778	1	1
13779	13779	21	1
13780	13780	1	1
13781	13781	1	1
13782	13782	1	1
13783	13783	2	1
13784	13784	1	1
13785	13785	1	1
13786	13786	1	1
13787	13787	1	1
13788	13788	3	1
13789	13789	1	1
13790	13790	1	1
13791	13791	14	1
13792	13792	47	1
13793	13793	1	1
13794	13794	1	1
13795	13795	103	1
13796	13796	2	1
13797	13797	4	1
13798	13798	1	1
13799	13799	12	1
13800	13800	22	1
13801	13801	23	1
13802	13802	1	1
13803	13803	2	1
13804	13804	1	1
13805	13805	1	1
13806	13806	1	1
13807	13807	2	1
13808	13808	4	1
13809	13809	5	1
13810	13810	3	1
13811	13811	3	1
13812	13812	2	1
13813	13813	15	1
13814	13814	1	1
13815	13815	1	1
13816	13816	37	1
13817	13817	1	1
13818	13818	1	1
13819	13819	2	1
13820	13820	20	1
13821	13821	39	1
13822	13822	1	1
13823	13823	4	1
13824	13824	1	1
13825	13825	173	1
13826	13826	1	1
13827	13827	1	1
13828	13828	1	1
13829	13829	4049	1
13830	13830	4	1
13831	13831	1	1
13832	13832	1	1
13833	13833	1	1
13834	13834	1	1
13835	13835	1	1
13836	13836	1	1
13837	13837	25	1
13838	13838	2	1
13839	13839	1	1
13840	13840	113	1
13841	13841	2	1
13842	13842	37	1
13843	13843	1	1
13844	13844	1	1
13845	13845	1	1
13846	13846	2	1
13847	13847	1	1
13848	13848	1	1
13849	13849	1	1
13850	13850	1	1
13851	13851	4	1
13852	13852	7	1
13853	13853	3	1
13854	13854	1	1
13855	13855	4	1
13856	13856	1	1
13857	13857	1	1
13858	13858	1	1
13859	13859	39	1
13860	13860	11	1
13861	13861	1	1
13862	13862	1	1
13863	13863	2	1
13864	13864	1	1
13865	13865	113	1
13866	13866	3	1
13867	13867	8	1
13868	13868	16	1
13869	13869	200	1
13870	13870	296	1
13871	13871	52	1
13872	13872	1	1
13873	13873	1	1
13874	13874	1	1
13875	13875	1	1
13876	13876	3	1
13877	13877	1	1
13878	13878	1	1
13879	13879	1	1
13880	13880	78	1
13881	13881	182	1
13882	13882	2	1
13883	13883	126	1
13884	13884	39	1
13885	13885	133	1
13886	13886	74	1
13887	13887	1	1
13888	13888	24	1
13889	13889	1	1
13890	13890	4947	1
13891	13891	2	1
13892	13892	1	1
13893	13893	1	1
13894	13894	1	1
13895	13895	1	1
13896	13896	27	1
13897	13897	84	1
13898	13898	412	1
13899	13899	16	1
13900	13900	2	1
13901	13901	4631	1
13902	13902	1	1
13903	13903	1	1
13904	13904	7	1
13905	13905	2	1
13906	13906	1	1
13907	13907	3	1
13908	13908	26	1
13909	13909	1	1
13910	13910	7	1
13911	13911	2	1
13912	13912	1	1
13913	13913	32	1
13914	13914	215	1
13915	13915	77	1
13916	13916	1076	1
13917	13917	29	1
13918	13918	1	1
13919	13919	200	1
13920	13920	1	1
13921	13921	1	1
13922	13922	1	1
13923	13923	3	1
13924	13924	1	1
13925	13925	2	1
13926	13926	1	1
13927	13927	3	1
13928	13928	1	1
13929	13929	5066	1
13930	13930	1	1
13931	13931	54	1
13932	13932	141	1
13933	13933	68	1
13934	13934	135	1
13935	13935	96	1
13936	13936	49	1
13937	13937	13	1
13938	13938	1	1
13939	13939	1	1
13940	13940	1	1
13941	13941	3	1
13942	13942	1	1
13943	13943	1	1
13944	13944	2	1
13945	13945	1	1
13946	13946	66	1
13947	13947	1	1
13948	13948	1	1
13949	13949	38	1
13950	13950	60	1
13951	13951	1	1
13952	13952	251	1
13953	13953	2	1
13954	13954	1	1
13955	13955	2	1
13956	13956	1	1
13957	13957	1	1
13958	13958	1	1
13959	13959	1	1
13960	13960	4	1
13961	13961	1	1
13962	13962	1	1
13963	13963	1	1
13964	13964	1	1
13965	13965	13	1
13966	13966	1	1
13967	13967	11	1
13968	13968	112	1
13969	13969	1	1
13970	13970	28	1
13971	13971	1	1
13972	13972	7	1
13973	13973	1	1
13974	13974	634	1
13975	13975	1	1
13976	13976	33	1
13977	13977	1	1
13978	13978	1	1
13979	13979	2	1
13980	13980	1	1
13981	13981	8	1
13982	13982	1	1
13983	13983	1	1
13984	13984	449	1
13985	13985	1	1
13986	13986	1	1
13987	13987	1	1
13988	13988	1	1
13989	13989	716	1
13990	13990	1	1
13991	13991	1	1
13992	13992	1	1
13993	13993	5	1
13994	13994	9	1
13995	13995	1	1
13996	13996	1	1
13997	13997	105	1
13998	13998	27	1
13999	13999	55	1
14000	14000	163	1
14001	14001	1	1
14002	14002	6	1
14003	14003	4	1
14004	14004	1	1
14005	14005	1	1
14006	14006	1	1
14007	14007	3	1
14008	14008	1	1
14009	14009	5	1
14010	14010	1	1
14011	14011	10	1
14012	14012	1	1
14013	14013	1475	1
14014	14014	199	1
14015	14015	1	1
14016	14016	4	1
14017	14017	1	1
14018	14018	1	1
14019	14019	1	1
14020	14020	1	1
14021	14021	1	1
14022	14022	1	1
14023	14023	1	1
14024	14024	1	1
14025	14025	15	1
14026	14026	40	1
14027	14027	1	1
14028	14028	1	1
14029	14029	3	1
14030	14030	2	1
14031	14031	1	1
14032	14032	31	1
14033	14033	1	1
14034	14034	61	1
14035	14035	1	1
14036	14036	252	1
14037	14037	14	1
14038	14038	12	1
14039	14039	44	1
14040	14040	5	1
14041	14041	12	1
14042	14042	463	1
14043	14043	1	1
14044	14044	1	1
14045	14045	233	1
14046	14046	1	1
14047	14047	1	1
14048	14048	1	1
14049	14049	30	1
14050	14050	2	1
14051	14051	33	1
14052	14052	80	1
14053	14053	2	1
14054	14054	2	1
14055	14055	342	1
14056	14056	2558	1
14057	14057	140	1
14058	14058	57	1
14059	14059	37	1
14060	14060	371	1
14061	14061	1	1
14062	14062	138	1
14063	14063	1	1
14064	14064	193	1
14065	14065	1	1
14066	14066	1	1
14067	14067	57	1
14068	14068	1	1
14069	14069	77	1
14070	14070	1	1
14071	14071	1	1
14072	14072	1	1
14073	14073	1	1
14074	14074	2335	1
14075	14075	1	1
14076	14076	2	1
14077	14077	374	1
14078	14078	1	1
14079	14079	1	1
14080	14080	7	1
14081	14081	1	1
14082	14082	1	1
14083	14083	13	1
14084	14084	1	1
14085	14085	134	1
14086	14086	27	1
14087	14087	102	1
14088	14088	1	1
14089	14089	2	1
14090	14090	1	1
14091	14091	1	1
14092	14092	2	1
14093	14093	1	1
14094	14094	19	1
14095	14095	382	1
14096	14096	57	1
14097	14097	1	1
14098	14098	2	1
14099	14099	2	1
14100	14100	1	1
14101	14101	48	1
14102	14102	160	1
14103	14103	3	1
14104	14104	1	1
14105	14105	1	1
14106	14106	1	1
14107	14107	16	1
14108	14108	2280	1
14109	14109	1	1
14110	14110	1	1
14111	14111	1	1
14112	14112	2	1
14113	14113	1	1
14114	14114	107	1
14115	14115	1	1
14116	14116	1	1
14117	14117	2	1
14118	14118	1	1
14119	14119	399	1
14120	14120	2	1
14121	14121	1	1
14122	14122	73	1
14123	14123	65	1
14124	14124	1	1
14125	14125	1	1
14126	14126	1	1
14127	14127	1	1
14128	14128	2	1
14129	14129	1	1
14130	14130	2	1
14131	14131	41	1
14132	14132	1	1
14133	14133	1	1
14134	14134	44	1
14135	14135	6	1
14136	14136	19	1
14137	14137	157	1
14138	14138	4	1
14139	14139	7	1
14140	14140	1	1
14141	14141	1	1
14142	14142	1	1
14143	14143	1	1
14144	14144	1	1
14145	14145	1	1
14146	14146	683	1
14147	14147	1	1
14148	14148	1	1
14149	14149	1	1
14150	14150	1	1
14151	14151	32	1
14152	14152	220	1
14153	14153	3	1
14154	14154	1	1
14155	14155	1	1
14156	14156	2	1
14157	14157	5	1
14158	14158	1	1
14159	14159	1	1
14160	14160	1	1
14161	14161	1	1
14162	14162	17	1
14163	14163	2	1
14164	14164	2	1
14165	14165	9	1
14166	14166	1	1
14167	14167	69	1
14168	14168	219	1
14169	14169	1	1
14170	14170	6	1
14171	14171	1	1
14172	14172	6	1
14173	14173	27	1
14174	14174	1	1
14175	14175	1	1
14176	14176	2	1
14177	14177	1	1
14178	14178	2	1
14179	14179	2	1
14180	14180	38	1
14181	14181	1	1
14182	14182	88	1
14183	14183	1	1
14184	14184	5	1
14185	14185	2	1
14186	14186	1468	1
14187	14187	115	1
14188	14188	1	1
14189	14189	1	1
14190	14190	1	1
14191	14191	1	1
14192	14192	1	1
14193	14193	35	1
14194	14194	1	1
14195	14195	1	1
14196	14196	1	1
14197	14197	1	1
14198	14198	1	1
14199	14199	7	1
14200	14200	1	1
14201	14201	1	1
14202	14202	1	1
14203	14203	1	1
14204	14204	2	1
14205	14205	1	1
14206	14206	1	1
14207	14207	45	1
14208	14208	2	1
14209	14209	76	1
14210	14210	186	1
14211	14211	1	1
14212	14212	67	1
14213	14213	1	1
14214	14214	6	1
14215	14215	231	1
