Nummer	Kenmerk	Omschrijving	period_start	Jaar	expmean_est	expmean_lwr	expmean_upr
54	CSR ordinate values	C	1950	2004	1.003407218	0.966435084	1.041793765
55	CSR ordinate values	C	1950	2005	1.003217412	0.958048794	1.050515572
56	CSR ordinate values	C	1950	2006	1.002698814	0.95022451	1.058070909
57	CSR ordinate values	C	1950	2007	1.001899734	0.943154806	1.064303623
58	CSR ordinate values	C	1950	2008	1.000853204	0.93690591	1.069165137
59	CSR ordinate values	C	1950	2009	0.99956817	0.931376797	1.07275222
60	CSR ordinate values	C	1950	2010	0.998024707	0.926277167	1.075329665
61	CSR ordinate values	C	1950	2011	0.996174318	0.921139635	1.077321218
62	CSR ordinate values	C	1950	2012	0.993945656	0.915382044	1.079252071
63	CSR ordinate values	C	1950	2013	0.991255094	0.908422253	1.081640899
64	CSR ordinate values	C	1950	2014	0.988020554	0.899814802	1.084872813
65	CSR ordinate values	C	1950	2015	0.98417581	0.889349102	1.089113401
66	CSR ordinate values	C	1950	2016	0.979681656	0.877062002	1.094308208
67	CSR ordinate values	C	1950	2017	0.974530127	0.863170927	1.100255974
68	CSR ordinate values	C	1950	2018	0.968738903	0.847972213	1.10670497
69	CSR ordinate values	C	1990	1990	0.940363313	0.829570973	1.065952389
70	CSR ordinate values	C	1990	1991	0.948443179	0.849393261	1.059043561
71	CSR ordinate values	C	1990	1992	0.956109456	0.868926393	1.052039964
72	CSR ordinate values	C	1990	1993	0.963322019	0.888037675	1.044988673
73	CSR ordinate values	C	1990	1994	0.970046916	0.906585158	1.037951053
74	CSR ordinate values	C	1990	1995	0.976262528	0.924433792	1.030997062
75	CSR ordinate values	C	1990	1996	0.981962823	0.941466503	1.024201055
76	CSR ordinate values	C	1990	1997	0.987157815	0.957590549	1.017638021
77	CSR ordinate values	C	1990	1998	0.991871644	0.972740483	1.011379063
78	CSR ordinate values	C	1990	1999	0.996138909	0.986879405	1.00548529
79	CSR ordinate values	C	1990	2001	1.003496155	0.994939847	1.012126045
80	CSR ordinate values	C	1990	2002	1.006664821	0.990286358	1.023314169
81	CSR ordinate values	C	1990	2003	1.009535746	0.985979505	1.033654774
82	CSR ordinate values	C	1990	2004	1.012128058	0.981915164	1.043270583
83	CSR ordinate values	C	1990	2005	1.014448454	0.977948038	1.052311192
84	CSR ordinate values	C	1990	2006	1.016490573	0.973900901	1.060942735
85	CSR ordinate values	C	1990	2007	1.018235555	0.969579646	1.069333139
86	CSR ordinate values	C	1990	2008	1.019653758	0.964791852	1.07763533
87	CSR ordinate values	C	1990	2009	1.020707576	0.959365199	1.085972221
88	CSR ordinate values	C	1990	2010	1.021355205	0.953161961	1.094427282
89	CSR ordinate values	C	1990	2011	1.021555083	0.946087336	1.103042761
90	CSR ordinate values	C	1990	2012	1.02127061	0.93809163	1.111824928
91	CSR ordinate values	C	1990	2013	1.020474578	0.929167991	1.120753594
92	CSR ordinate values	C	1990	2014	1.019152667	0.91934767	1.129792561
93	CSR ordinate values	C	1990	2015	1.017305323	0.908693859	1.138898551
94	CSR ordinate values	C	1990	2016	1.014947421	0.897293919	1.148027693
95	CSR ordinate values	C	1990	2017	1.012105283	0.885249037	1.157140037
96	CSR ordinate values	C	1990	2018	1.008810797	0.872660227	1.166203285
97	CSR ordinate values	R	1950	1950	0.912393937	0.729148266	1.141691937
98	CSR ordinate values	R	1950	1951	0.912019281	0.742711156	1.119922817
99	CSR ordinate values	R	1950	1952	0.910866903	0.753581974	1.100979778
100	CSR ordinate values	R	1950	1953	0.908936778	0.761044229	1.085569058
101	CSR ordinate values	R	1950	1954	0.906298297	0.764607195	1.0742465
102	CSR ordinate values	R	1950	1955	0.903094863	0.76425891	1.067151878
103	CSR ordinate values	R	1950	1956	0.899524913	0.760597631	1.063828017
104	CSR ordinate values	R	1950	1957	0.89581149	0.754709905	1.063293619
105	CSR ordinate values	R	1950	1958	0.89217602	0.747861921	1.064338253
106	CSR ordinate values	R	1950	1959	0.888817292	0.741197176	1.065838085
107	CSR ordinate values	R	1950	1960	0.885895779	0.735565356	1.06694983
108	CSR ordinate values	R	1950	1961	0.883527225	0.73148692	1.067169264
109	CSR ordinate values	R	1950	1962	0.881783188	0.729192109	1.066305548
110	CSR ordinate values	R	1950	1963	0.880698124	0.728690189	1.064415575
111	CSR ordinate values	R	1950	1964	0.880280983	0.729842507	1.061728526
112	CSR ordinate values	R	1950	1965	0.880519598	0.73241108	1.058578692
113	CSR ordinate values	R	1950	1966	0.881388289	0.736116173	1.055329776
114	CSR ordinate values	R	1950	1967	0.882855144	0.740689342	1.052307845
115	CSR ordinate values	R	1950	1968	0.8848873	0.745911731	1.049756293
116	CSR ordinate values	R	1950	1969	0.887450106	0.75163144	1.047811001
117	CSR ordinate values	R	1950	1970	0.890504463	0.757763545	1.046498218
118	CSR ordinate values	R	1950	1971	0.894002197	0.764272413	1.045752685
119	CSR ordinate values	R	1950	1972	0.897882917	0.771142533	1.045453594
120	CSR ordinate values	R	1950	1973	0.9020721	0.778342817	1.045470011
121	CSR ordinate values	R	1950	1974	0.906482325	0.785796258	1.045703893
122	CSR ordinate values	R	1950	1975	0.911016809	0.793366694	1.046113522
123	CSR ordinate values	R	1950	1976	0.915576099	0.800867643	1.046714274
124	CSR ordinate values	R	1950	1977	0.920066754	0.808091701	1.047557883
125	CSR ordinate values	R	1950	1978	0.924410481	0.814853992	1.048696756
126	CSR ordinate values	R	1950	1979	0.928551959	0.821038536	1.050144058
127	CSR ordinate values	R	1950	1980	0.932463693	0.826633587	1.051842742
128	CSR ordinate values	R	1950	1981	0.936147008	0.831743905	1.053655117
129	CSR ordinate values	R	1950	1982	0.939629111	0.836575368	1.055377556
130	CSR ordinate values	R	1950	1983	0.942957009	0.841397105	1.056775589
131	CSR ordinate values	R	1950	1984	0.946189582	0.846493084	1.057627925
132	CSR ordinate values	R	1950	1985	0.949389267	0.852115876	1.057766914
133	CSR ordinate values	R	1950	1986	0.952614638	0.858451571	1.057106399
134	CSR ordinate values	R	1950	1987	0.955914727	0.8656001	1.055652564
135	CSR ordinate values	R	1950	1988	0.959325412	0.873571632	1.053497174
136	CSR ordinate values	R	1950	1989	0.962867683	0.88229777	1.050795103
137	CSR ordinate values	R	1950	1990	0.966547179	0.891654958	1.047729775
138	CSR ordinate values	R	1950	1991	0.970354192	0.901496137	1.044471762
139	CSR ordinate values	R	1950	1992	0.974263374	0.911684549	1.041137663
140	CSR ordinate values	R	1950	1993	0.978232626	0.922121522	1.037758091
141	CSR ordinate values	R	1950	1994	0.982201192	0.93275954	1.034263538
142	CSR ordinate values	R	1950	1995	0.986087499	0.943595094	1.030493441
143	CSR ordinate values	R	1950	1996	0.989787801	0.954642708	1.026226758
144	CSR ordinate values	R	1950	1997	0.993176841	0.965899016	1.021225017
145	CSR ordinate values	R	1950	1998	0.996111482	0.977309147	1.015275552
146	CSR ordinate values	R	1950	1999	0.998437645	0.988745153	1.008225152
147	CSR ordinate values	R	1950	2001	1.000652932	0.990612585	1.010795044
148	CSR ordinate values	R	1950	2002	1.000270795	0.980157903	1.020796406
149	CSR ordinate values	R	1950	2003	0.998755364	0.968800501	1.029636418
150	CSR ordinate values	R	1950	2004	0.996038994	0.956752586	1.03693859
151	CSR ordinate values	R	1950	2005	0.992083011	0.944243235	1.042346574
152	CSR ordinate values	R	1950	2006	0.986872006	0.931479917	1.045558082
153	CSR ordinate values	R	1950	2007	0.980405693	0.918605307	1.046363781
154	CSR ordinate values	R	1950	2008	0.972690521	0.905653973	1.044689116
155	CSR ordinate values	R	1950	2009	0.963733244	0.89251518	1.040634138
156	CSR ordinate values	R	1950	2010	0.953538201	0.878911022	1.034501876
157	CSR ordinate values	R	1950	2011	0.94210925	0.864404211	1.026799532
158	CSR ordinate values	R	1950	2012	0.929456216	0.848453761	1.01819203
159	CSR ordinate values	R	1950	2013	0.915604531	0.830528587	1.009395306
160	CSR ordinate values	R	1950	2014	0.900605506	0.810256827	1.001028626
161	CSR ordinate values	R	1950	2015	0.884543756	0.78754714	0.99348676
162	CSR ordinate values	R	1950	2016	0.867537931	0.762615422	0.986895938
163	CSR ordinate values	R	1950	2017	0.849731432	0.735905334	0.981163572
164	CSR ordinate values	R	1950	2018	0.83127121	0.707949302	0.976075298
165	CSR ordinate values	R	1990	1990	0.943114441	0.830385065	1.071147454
166	CSR ordinate values	R	1990	1991	0.952120567	0.851681176	1.06440485
167	CSR ordinate values	R	1990	1992	0.96057728	0.872502959	1.057542214
168	CSR ordinate values	R	1990	1993	0.968399243	0.892652457	1.050573587
169	CSR ordinate values	R	1990	1994	0.975499647	0.911917267	1.043515235
170	CSR ordinate values	R	1990	1995	0.981802217	0.930095847	1.036383074
171	CSR ordinate values	R	1990	1996	0.987248541	0.947014912	1.029191483
172	CSR ordinate values	R	1990	1997	0.991801031	0.962539045	1.021952606
173	CSR ordinate values	R	1990	1998	0.995442231	0.976574017	1.014674994
174	CSR ordinate values	R	1990	1999	0.998171475	0.989066143	1.007360631
175	CSR ordinate values	R	1990	2001	1.000945528	0.992565638	1.009396168
176	CSR ordinate values	R	1990	2002	1.001027143	0.985005288	1.017309605
177	CSR ordinate values	R	1990	2003	1.00026102	0.977236179	1.023828354
178	CSR ordinate values	R	1990	2004	0.998657368	0.969142058	1.029071569
179	CSR ordinate values	R	1990	2005	0.996218733	0.960574474	1.033185652
180	CSR ordinate values	R	1990	2006	0.992939741	0.951359297	1.036337514
181	CSR ordinate values	R	1990	2007	0.988808244	0.941308587	1.038704796
182	CSR ordinate values	R	1990	2008	0.98380781	0.930236687	1.040464025
183	CSR ordinate values	R	1990	2009	0.977921384	0.917978233	1.041778769
184	CSR ordinate values	R	1990	2010	0.971135865	0.904405205	1.042790182
185	CSR ordinate values	R	1990	2011	0.963447174	0.889440501	1.043611638
186	CSR ordinate values	R	1990	2012	0.954865223	0.873066564	1.044327697
187	CSR ordinate values	R	1990	2013	0.945417994	0.855328546	1.044996321
188	CSR ordinate values	R	1990	2014	0.935153862	0.836331928	1.04565271
189	CSR ordinate values	R	1990	2015	0.924141236	0.816234448	1.04631338
190	CSR ordinate values	R	1990	2016	0.912464743	0.795232018	1.046979861
191	CSR ordinate values	R	1990	2017	0.900217422	0.773538514	1.047641963
192	CSR ordinate values	R	1990	2018	0.887488688	0.751359867	1.048280865
193	CSR ordinate values	S	1950	1950	1.018164171	0.789837717	1.312495283
194	CSR ordinate values	S	1950	1951	1.018022333	0.804756126	1.287805631
195	CSR ordinate values	S	1950	1952	1.016967484	0.816686179	1.266365086
196	CSR ordinate values	S	1950	1953	1.015061228	0.825058833	1.248819181
197	CSR ordinate values	S	1950	1954	1.012459533	0.8295591	1.235685687
198	CSR ordinate values	S	1950	1955	1.009404629	0.83031513	1.22712169
199	CSR ordinate values	S	1950	1956	1.006189099	0.827986071	1.222745814
200	CSR ordinate values	S	1950	1957	1.003110295	0.823655801	1.221663543
201	CSR ordinate values	S	1950	1958	1.000436533	0.81857572	1.222700884
202	CSR ordinate values	S	1950	1959	0.998380386	0.813886373	1.224696012
203	CSR ordinate values	S	1950	1960	0.997079992	0.810435021	1.226709711
204	CSR ordinate values	S	1950	1961	0.996592915	0.808719376	1.228111343
205	CSR ordinate values	S	1950	1962	0.996898208	0.808911597	1.228571875
206	CSR ordinate values	S	1950	1963	0.997906031	0.810921859	1.228005431
207	CSR ordinate values	S	1950	1964	0.99947177	0.814469376	1.226496474
208	CSR ordinate values	S	1950	1965	1.001403768	0.819132123	1.224234135
209	CSR ordinate values	S	1950	1966	1.003478497	0.824411099	1.221440487
210	CSR ordinate values	S	1950	1967	1.005460103	0.829797176	1.218309783
211	CSR ordinate values	S	1950	1968	1.007124504	0.834832598	1.214973839
212	CSR ordinate values	S	1950	1969	1.008280119	0.839167952	1.211472383
213	CSR ordinate values	S	1950	1970	1.008786033	0.842610365	1.207734089
214	CSR ordinate values	S	1950	1971	1.008561698	0.8451374	1.203587367
215	CSR ordinate values	S	1950	1972	1.007586269	0.846859056	1.198818248
216	CSR ordinate values	S	1950	1973	1.005887531	0.847940698	1.193255293
217	CSR ordinate values	S	1950	1974	1.003529412	0.848524318	1.186850229
218	CSR ordinate values	S	1950	1975	1.000600127	0.848683402	1.179710374
219	CSR ordinate values	S	1950	1976	0.997204775	0.84842244	1.172078102
220	CSR ordinate values	S	1950	1977	0.993461221	0.847709749	1.164272557
221	CSR ordinate values	S	1950	1978	0.989498565	0.846528026	1.156615469
222	CSR ordinate values	S	1950	1979	0.985456341	0.844925576	1.149360638
223	CSR ordinate values	S	1950	1980	0.981482443	0.843052207	1.142643097
224	CSR ordinate values	S	1950	1981	0.977728633	0.841168126	1.136459228
225	CSR ordinate values	S	1950	1982	0.974343492	0.839622556	1.130680964
226	CSR ordinate values	S	1950	1983	0.971463601	0.838808598	1.125097584
227	CSR ordinate values	S	1950	1984	0.969204307	0.839107371	1.11947174
228	CSR ordinate values	S	1950	1985	0.967651639	0.840835118	1.113594895
229	CSR ordinate values	S	1950	1986	0.966856623	0.844203193	1.107330247
230	CSR ordinate values	S	1950	1987	0.966832805	0.84929596	1.100635958
231	CSR ordinate values	S	1950	1988	0.967557115	0.856067895	1.093566032
232	CSR ordinate values	S	1950	1989	0.968973679	0.864359006	1.086250023
233	CSR ordinate values	S	1950	1990	0.970999728	0.873926233	1.0788559
234	CSR ordinate values	S	1950	1991	0.973532568	0.884486749	1.071543086
235	CSR ordinate values	S	1950	1992	0.976456543	0.895766517	1.06441507
236	CSR ordinate values	S	1950	1993	0.97964925	0.907544636	1.05748259
237	CSR ordinate values	S	1950	1994	0.982986658	0.919682619	1.050648073
238	CSR ordinate values	S	1950	1995	0.986347372	0.932130196	1.04371808
239	CSR ordinate values	S	1950	1996	0.989616655	0.944906207	1.036442683
240	CSR ordinate values	S	1950	1997	0.992690973	0.958061943	1.028571666
241	CSR ordinate values	S	1950	1998	0.995483564	0.971639912	1.019912329
242	CSR ordinate values	S	1950	1999	0.997931	0.985640099	1.010375167
243	CSR ordinate values	S	1950	2001	1.001693084	0.988961621	1.014588446
244	CSR ordinate values	S	1950	2002	1.003051307	0.977557528	1.029209939
245	CSR ordinate values	S	1950	2003	1.004152448	0.966180775	1.043616439
246	CSR ordinate values	S	1950	2004	1.00510368	0.955280232	1.057525711
247	CSR ordinate values	S	1950	2005	1.006028802	0.945310181	1.070647467
248	CSR ordinate values	S	1950	2006	1.00705131	0.936671947	1.082718816
249	CSR ordinate values	S	1950	2007	1.008275522	0.929651811	1.093548698
250	CSR ordinate values	S	1950	2008	1.009768552	0.924361209	1.103067197
251	CSR ordinate values	S	1950	2009	1.011545958	0.920687402	1.111370943
252	CSR ordinate values	S	1950	2010	1.013563519	0.918266456	1.118750446
253	CSR ordinate values	S	1950	2011	1.015716915	0.916495557	1.125680146
254	CSR ordinate values	S	1950	2012	1.017850196	0.914603583	1.132751981
255	CSR ordinate values	S	1950	2013	1.019772641	0.911785856	1.140548772
256	CSR ordinate values	S	1950	2014	1.021282062	0.907373073	1.149490855
257	CSR ordinate values	S	1950	2015	1.022190758	0.900966336	1.159725846
258	CSR ordinate values	S	1950	2016	1.022348892	0.892475741	1.171121196
259	CSR ordinate values	S	1950	2017	1.021659665	0.882058017	1.183355801
260	CSR ordinate values	S	1950	2018	1.020082032	0.870002092	1.196051551
261	CSR ordinate values	S	1990	1990	0.933577323	0.782376976	1.113998296
262	CSR ordinate values	S	1990	1991	0.942696853	0.805598332	1.103127106
263	CSR ordinate values	S	1990	1992	0.951198889	0.828781103	1.09169879
264	CSR ordinate values	S	1990	1993	0.9590571	0.851818781	1.079796011
265	CSR ordinate values	S	1990	1994	0.966271485	0.874594475	1.06755829
266	CSR ordinate values	S	1990	1995	0.972874073	0.896992231	1.055175205
267	CSR ordinate values	S	1990	1996	0.978930865	0.918904685	1.042878172
268	CSR ordinate values	S	1990	1997	0.984539825	0.940236981	1.030930167
269	CSR ordinate values	S	1990	1998	0.989825209	0.960907499	1.019613173
270	CSR ordinate values	S	1990	1999	0.994929064	0.980847028	1.009213276
271	CSR ordinate values	S	1990	2001	1.005181077	0.99220051	1.018331464
272	CSR ordinate values	S	1990	2002	1.010598251	0.985970713	1.035840934
273	CSR ordinate values	S	1990	2003	1.016350436	0.981367263	1.052580667
274	CSR ordinate values	S	1990	2004	1.022501907	0.978325686	1.068672901
275	CSR ordinate values	S	1990	2005	1.029077324	0.976649969	1.084319022
276	CSR ordinate values	S	1990	2006	1.03605941	0.976018895	1.099793361
277	CSR ordinate values	S	1990	2007	1.043389226	0.976013667	1.115415812
278	CSR ordinate values	S	1990	2008	1.050969069	0.976167406	1.131502627
279	CSR ordinate values	S	1990	2009	1.058668005	0.976028667	1.14830433
280	CSR ordinate values	S	1990	2010	1.066330041	0.975221999	1.165949658
281	CSR ordinate values	S	1990	2011	1.073784673	0.973486645	1.184416377
282	CSR ordinate values	S	1990	2012	1.080859215	0.970683906	1.203539725
283	CSR ordinate values	S	1990	2013	1.087391789	0.966777941	1.22305325
284	CSR ordinate values	S	1990	2014	1.093243522	0.961803707	1.242645863
285	CSR ordinate values	S	1990	2015	1.098308214	0.955835353	1.26201749
286	CSR ordinate values	S	1990	2016	1.102517962	0.948962356	1.280921048
287	CSR ordinate values	S	1990	2017	1.105843632	0.941274178	1.299185899
288	CSR ordinate values	S	1990	2018	1.1082898	0.932849891	1.316724472
289	Ecologische amplitude	Brede amplitude	1950	1950	0.936547688	0.741184418	1.183405303
290	Ecologische amplitude	Brede amplitude	1950	1951	0.936399814	0.755348271	1.16084811
291	Ecologische amplitude	Brede amplitude	1950	1952	0.935406125	0.766723668	1.141199436
292	Ecologische amplitude	Brede amplitude	1950	1953	0.933612983	0.774590196	1.12528303
293	Ecologische amplitude	Brede amplitude	1950	1954	0.931163509	0.778477205	1.11379688
294	Ecologische amplitude	Brede amplitude	1950	1955	0.928292184	0.77842827	1.107008072
295	Ecologische amplitude	Brede amplitude	1950	1956	0.925288181	0.775144777	1.104513949
296	Ecologische amplitude	Brede amplitude	1950	1957	0.922447305	0.769852193	1.105288831
297	Ecologische amplitude	Brede amplitude	1950	1958	0.920037132	0.763955778	1.108006966
298	Ecologische amplitude	Brede amplitude	1950	1959	0.918272936	0.758700862	1.111406652
299	Ecologische amplitude	Brede amplitude	1950	1960	0.917299955	0.754978036	1.114521439
300	Ecologische amplitude	Brede amplitude	1950	1961	0.917188611	0.753286705	1.116752681
301	Ecologische amplitude	Brede amplitude	1950	1962	0.917938559	0.753784184	1.117841441
302	Ecologische amplitude	Brede amplitude	1950	1963	0.919491519	0.756370743	1.117791323
303	Ecologische amplitude	Brede amplitude	1950	1964	0.921748584	0.760776268	1.116780961
304	Ecologische amplitude	Brede amplitude	1950	1965	0.924576053	0.766605875	1.115098261
305	Ecologische amplitude	Brede amplitude	1950	1966	0.927818829	0.773407324	1.113058737
306	Ecologische amplitude	Brede amplitude	1950	1967	0.931313719	0.780734654	1.110934732
307	Ecologische amplitude	Brede amplitude	1950	1968	0.934902312	0.788199888	1.108909487
308	Ecologische amplitude	Brede amplitude	1950	1969	0.938437848	0.79550176	1.107056754
309	Ecologische amplitude	Brede amplitude	1950	1970	0.941788947	0.802438768	1.105338446
310	Ecologische amplitude	Brede amplitude	1950	1971	0.94484333	0.80890468	1.103626843
311	Ecologische amplitude	Brede amplitude	1950	1972	0.947511324	0.814861437	1.101755057
312	Ecologische amplitude	Brede amplitude	1950	1973	0.949726316	0.820300262	1.099573066
313	Ecologische amplitude	Brede amplitude	1950	1974	0.951446076	0.825205887	1.096998518
314	Ecologische amplitude	Brede amplitude	1950	1975	0.952652665	0.829535601	1.094042376
315	Ecologische amplitude	Brede amplitude	1950	1976	0.953355699	0.833220773	1.090811845
316	Ecologische amplitude	Brede amplitude	1950	1977	0.953595347	0.836188499	1.087486955
317	Ecologische amplitude	Brede amplitude	1950	1978	0.953444012	0.838398602	1.084276002
318	Ecologische amplitude	Brede amplitude	1950	1979	0.953005336	0.839885835	1.081360266
319	Ecologische amplitude	Brede amplitude	1950	1980	0.952409265	0.840793026	1.078842688
320	Ecologische amplitude	Brede amplitude	1950	1981	0.951803099	0.841380831	1.076717114
321	Ecologische amplitude	Brede amplitude	1950	1982	0.951339582	0.842006564	1.074869292
322	Ecologische amplitude	Brede amplitude	1950	1983	0.95116385	0.843076418	1.073108737
323	Ecologische amplitude	Brede amplitude	1950	1984	0.951401165	0.844985095	1.071219105
324	Ecologische amplitude	Brede amplitude	1950	1985	0.952147048	0.848059044	1.069010476
325	Ecologische amplitude	Brede amplitude	1950	1986	0.953460926	0.852514936	1.066359895
326	Ecologische amplitude	Brede amplitude	1950	1987	0.955363783	0.85843864	1.063232613
327	Ecologische amplitude	Brede amplitude	1950	1988	0.957839707	0.865785209	1.059681887
328	Ecologische amplitude	Brede amplitude	1950	1989	0.960840631	0.874397902	1.055829064
329	Ecologische amplitude	Brede amplitude	1950	1990	0.964293105	0.884042707	1.051828363
330	Ecologische amplitude	Brede amplitude	1950	1991	0.968105625	0.894453138	1.047822923
331	Ecologische amplitude	Brede amplitude	1950	1992	0.97217509	0.905377719	1.043900668
332	Ecologische amplitude	Brede amplitude	1950	1993	0.976391339	0.916620277	1.040059958
333	Ecologische amplitude	Brede amplitude	1950	1994	0.980639441	0.928062687	1.036194782
334	Ecologische amplitude	Brede amplitude	1950	1995	0.984800304	0.939663107	1.03210569
335	Ecologische amplitude	Brede amplitude	1950	1996	0.988750866	0.951430464	1.027535181
336	Ecologische amplitude	Brede amplitude	1950	1997	0.99236546	0.963384853	1.022217863
337	Ecologische amplitude	Brede amplitude	1950	1998	0.995519669	0.975518117	1.015931323
338	Ecologische amplitude	Brede amplitude	1950	1999	0.998097289	0.987766499	1.008536127
339	Ecologische amplitude	Brede amplitude	1950	2001	1.001158225	0.99040706	1.012026097
340	Ecologische amplitude	Brede amplitude	1950	2002	1.001540765	0.979954812	1.023602204
341	Ecologische amplitude	Brede amplitude	1950	2003	1.001160401	0.968940011	1.034452222
342	Ecologische amplitude	Brede amplitude	1950	2004	1.000073097	0.957732217	1.044285848
343	Ecologische amplitude	Brede amplitude	1950	2005	0.998369798	0.946733602	1.052822305
344	Ecologische amplitude	Brede amplitude	1950	2006	0.996161581	0.936326152	1.059820761
345	Ecologische amplitude	Brede amplitude	1950	2007	0.993560681	0.926811004	1.065117723
346	Ecologische amplitude	Brede amplitude	1950	2008	0.990660879	0.918347272	1.068668691
347	Ecologische amplitude	Brede amplitude	1950	2009	0.987520862	0.910898869	1.070588059
348	Ecologische amplitude	Brede amplitude	1950	2010	0.984153569	0.90419979	1.071177253
349	Ecologische amplitude	Brede amplitude	1950	2011	0.980523471	0.897753084	1.070925062
350	Ecologische amplitude	Brede amplitude	1950	2012	0.976552508	0.890884063	1.07045893
351	Ecologische amplitude	Brede amplitude	1950	2013	0.972133979	0.882862048	1.070432777
352	Ecologische amplitude	Brede amplitude	1950	2014	0.96715214	0.873071409	1.071370854
353	Ecologische amplitude	Brede amplitude	1950	2015	0.961503679	0.861162929	1.073535906
354	Ecologische amplitude	Brede amplitude	1950	2016	0.955116056	0.847106403	1.076897396
355	Ecologische amplitude	Brede amplitude	1950	2017	0.947957405	0.83112656	1.081211076
356	Ecologische amplitude	Brede amplitude	1950	2018	0.940033952	0.813575037	1.086149145
357	Ecologische amplitude	Brede amplitude	1990	1990	0.929118677	0.792159045	1.089757823
358	Ecologische amplitude	Brede amplitude	1990	1991	0.939227425	0.816334156	1.080621397
359	Ecologische amplitude	Brede amplitude	1990	1992	0.948791603	0.840294182	1.071298036
360	Ecologische amplitude	Brede amplitude	1990	1993	0.957731354	0.863822662	1.061849136
361	Ecologische amplitude	Brede amplitude	1990	1994	0.965974657	0.886685975	1.052353442
